Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,1,Graduate,No,3392,1362,100,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,2912,0,152,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,7275,0,155,480,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1463,650,83,360,1.0,Urban,Y
Female,No,1,Graduate,No,1442,0,127,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,7657,6036,62,360,1.0,Rural,Y
Male,No,1,Graduate,No,6915,0,318,180,0.0,Semiurban,N
Female,Yes,0,Not Graduate,No,5408,0,51,360,0.0,Urban,N
Male,Yes,1,Graduate,No,2654,9117,51,360,1.0,Urban,Y
Female,No,2,Not Graduate,No,8272,4084,192,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,7912,0,70,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,5217,2772,109,180,1.0,Urban,Y
Female,Yes,2,Graduate,No,2155,1428,154,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3649,904,222,360,1.0,Semiurban,Y
Female,Yes,3+,Not Graduate,No,8835,2906,129,300,1.0,Rural,Y
Female,Yes,3+,Not Graduate,No,12444,0,431,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,3910,1949,148,360,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,4126,5020,303,360,1.0,Urban,Y
Male,No,3+,Graduate,No,4388,0,175,180,0.0,Semiurban,N
Female,Yes,3+,Graduate,No,5957,1043,533,360,1.0,Semiurban,Y
Female,No,3+,Not Graduate,Yes,3272,2939,280,480,1.0,Rural,N
Female,Yes,3+,Graduate,No,648,585,152,360,1.0,Urban,Y
Male,Yes,1,Not Graduate,Yes,11326,0,216,360,1.0,Urban,Y
Male,No,1,Graduate,No,17262,2097,126,360,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,3201,2641,126,180,1.0,Rural,Y
Male,No,0,Not Graduate,Yes,2329,1342,67,480,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,4465,14531,91,180,1.0,Rural,Y
Female,Yes,1,Graduate,Yes,4310,734,511,480,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,9866,0,72,240,1.0,Rural,Y
Female,Yes,1,Graduate,No,5106,644,100,300,1.0,Urban,Y
Female,No,1,Graduate,No,2821,2993,140,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,1952,3215,143,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,9008,0,186,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,7477,0,112,480,0.0,Semiurban,N
Female,Yes,0,Graduate,No,10325,2082,193,360,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,2495,0,294,120,1.0,Semiurban,Y
Female,No,0,Graduate,No,17799,10828,317,360,1.0,Rural,Y
Male,No,0,Graduate,No,1450,755,126,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,8076,0,214,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,1291,2403,74,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2826,1399,96,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,14657,1635,73,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,8795,0,144,360,1.0,Urban,Y
Female,No,0,Not Graduate,No,3353,0,88,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3418,994,59,300,1.0,Rural,Y
Male,Yes,3+,Graduate,No,5273,316,117,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,7043,546,52,240,0.0,Rural,Y
Male,Yes,2,Graduate,No,11802,0,329,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3571,0,106,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,1590,4682,268,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,5485,1668,110,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,3568,3861,72,480,1.0,Rural,Y
Female,Yes,0,Graduate,No,1977,309,300,360,0.0,Rural,N
Male,No,1,Graduate,No,6053,0,156,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4233,796,460,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,6090,1062,112,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2627,0,113,360,0.0,Urban,N
Male,No,0,Graduate,No,6909,2481,271,360,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,1954,1967,272,360,1.0,Rural,Y
Male,No,0,Not Graduate,Yes,2753,0,162,360,1.0,Semiurban,Y
Male,No,2,Graduate,Yes,4146,1997,1097,360,0.0,Urban,N
Male,Yes,0,Graduate,No,16635,4724,125,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,8513,1061,69,360,1.0,Urban,Y
Male,No,1,Graduate,No,10446,6734,81,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,13252,755,125,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,61204,1819,369,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,5059,8394,132,360,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,13283,914,379,360,1.0,Urban,Y
Female,No,1,Graduate,No,9985,0,192,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,9869,13025,284,360,1.0,Urban,Y
Male,No,0,Graduate,Yes,17016,0,187,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,3664,0,186,180,1.0,Urban,Y
Female,Yes,2,Graduate,No,3466,0,233,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,6147,6664,105,360,1.0,Rural,Y
Male,No,3+,Graduate,No,4324,0,106,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,6142,7702,183,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,14675,1749,475,240,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,3516,5104,58,360,1.0,Rural,Y
Female,Yes,2,Graduate,Yes,3970,0,43,480,1.0,Urban,Y
Male,Yes,1,Graduate,No,5552,747,126,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4188,0,275,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,1287,0,153,480,0.0,Rural,N
Male,Yes,3+,Graduate,No,3274,651,73,360,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,7951,0,155,360,0.0,Urban,N
Female,Yes,3+,Graduate,No,13443,1881,52,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,2190,4703,216,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,2183,0,123,180,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,5019,2268,141,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,1149,0,191,300,1.0,Urban,Y
Male,No,0,Graduate,No,3599,0,167,360,0.0,Urban,N
Male,No,1,Graduate,No,1457,814,107,360,0.0,Rural,N
Male,No,1,Graduate,No,12814,0,275,480,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,2868,1543,239,180,1.0,Urban,Y
Female,Yes,3+,Graduate,No,15630,0,51,360,1.0,Urban,Y
Male,Yes,3+,Graduate,Yes,10715,1926,129,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,3126,260,77,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,2320,1033,69,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,4292,2533,204,120,0.0,Rural,N
Female,No,0,Graduate,No,4567,307,115,360,1.0,Rural,Y
Male,No,2,Graduate,No,6262,138,136,120,1.0,Rural,Y
Female,Yes,1,Not Graduate,Yes,2853,0,99,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,8287,6816,185,240,1.0,Rural,Y
Female,Yes,3+,Graduate,Yes,5917,1674,222,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,3872,1061,545,240,1.0,Semiurban,Y
Female,No,0,Graduate,Yes,2985,4652,133,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,4318,1206,62,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,2774,2364,109,360,0.0,Rural,N
Male,Yes,0,Graduate,No,5119,1855,246,360,0.0,Urban,N
Male,No,0,Graduate,No,5217,1128,93,300,1.0,Urban,Y
Female,No,1,Not Graduate,No,5902,2426,60,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,16921,0,94,180,1.0,Semiurban,Y
Male,No,0,Graduate,No,4479,1502,107,120,1.0,Rural,Y
Female,Yes,2,Graduate,Yes,9929,1140,77,360,0.0,Semiurban,Y
Male,Yes,2,Graduate,No,5771,1283,169,360,0.0,Rural,Y
Male,No,0,Graduate,No,4159,181,141,360,1.0,Urban,Y
Male,No,0,Graduate,No,4521,2399,238,360,1.0,Semiurban,Y
Female,No,2,Not Graduate,No,4716,0,113,180,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,5977,0,207,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,2511,0,110,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,1762,0,75,360,1.0,Rural,Y
Female,No,0,Graduate,No,7769,3642,107,300,0.0,Urban,Y
Male,Yes,0,Graduate,No,9215,715,56,360,0.0,Urban,Y
Male,No,0,Graduate,Yes,8282,0,433,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,5477,0,161,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,8408,0,92,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,8098,0,118,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,8529,3278,34,480,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,2692,0,350,360,1.0,Rural,Y
Male,No,1,Graduate,Yes,2280,0,330,360,0.0,Urban,N
Female,Yes,0,Graduate,No,3744,619,158,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,4855,0,179,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,4149,1702,69,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,1321,3599,72,360,1.0,Rural,Y
Male,Yes,2,Graduate,Yes,16402,0,53,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,4056,1028,134,240,1.0,Urban,Y
Female,Yes,2,Graduate,No,5546,1208,280,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,11745,0,117,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,951,0,182,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,3435,1454,267,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,3748,1325,56,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,3883,640,449,480,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4352,0,297,180,1.0,Semiurban,Y
Male,No,1,Graduate,No,13534,0,202,180,1.0,Urban,Y
Female,No,0,Not Graduate,No,7874,2967,258,360,1.0,Urban,Y
Female,No,0,Graduate,No,9610,745,265,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,5079,1977,176,300,1.0,Semiurban,Y
Male,No,1,Graduate,No,1845,0,349,180,1.0,Urban,Y
Male,No,1,Graduate,No,1146,992,113,120,1.0,Rural,Y
Female,No,1,Graduate,No,1684,2434,195,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,6322,2286,327,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,5025,0,29,360,1.0,Rural,Y
Male,No,1,Graduate,No,4242,1381,193,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,3797,422,229,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,20094,0,53,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,2762,3595,175,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,9409,3468,92,360,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,4921,0,188,180,0.0,Semiurban,N
Male,Yes,1,Not Graduate,No,4709,996,140,480,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,11199,0,84,360,0.0,Urban,Y
Male,Yes,3+,Graduate,No,13681,262,288,360,0.0,Rural,N
Female,Yes,0,Graduate,No,4156,4402,115,480,1.0,Rural,Y
Female,Yes,2,Graduate,No,8599,7737,174,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,6340,14213,326,360,0.0,Semiurban,Y
Female,No,3+,Not Graduate,No,4940,635,85,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,5670,2033,149,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,3036,6787,110,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,3966,0,126,360,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,3273,0,541,360,1.0,Urban,Y
Male,No,0,Graduate,No,9236,279,195,240,0.0,Urban,N
Male,Yes,1,Graduate,Yes,4597,0,179,120,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1981,1773,203,360,0.0,Urban,N
Female,Yes,0,Graduate,No,2961,871,192,360,1.0,Rural,Y
Male,Yes,1,Graduate,Yes,523,0,49,180,1.0,Urban,Y
Male,No,2,Graduate,No,3476,2106,588,360,1.0,Rural,Y
Female,No,2,Graduate,Yes,5046,2139,61,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,4468,1455,419,300,0.0,Rural,N
Male,Yes,0,Graduate,No,19655,0,215,480,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,7349,1581,165,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,7124,9130,123,180,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,1555,3178,708,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,3807,2568,213,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3495,0,149,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,2834,4788,107,360,1.0,Rural,Y
Male,No,1,Graduate,Yes,2807,0,100,300,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1386,0,152,240,1.0,Semiurban,Y
Female,No,2,Graduate,No,2012,0,84,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,9062,0,223,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,4446,729,100,360,1.0,Urban,Y
Male,No,3+,Not Graduate,No,3447,0,271,300,1.0,Rural,Y
Female,Yes,0,Not Graduate,Yes,4896,5204,267,360,1.0,Urban,Y
Male,Yes,3+,Not Graduate,Yes,11127,2450,143,360,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,4929,878,210,360,1.0,Urban,Y
Male,No,3+,Graduate,Yes,7174,7405,216,180,0.0,Urban,N
Male,Yes,0,Not Graduate,No,2717,3127,61,360,0.0,Rural,N
Male,Yes,0,Graduate,No,3187,0,419,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,6296,187,127,300,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,18487,0,225,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,13370,4197,229,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,7390,9899,33,480,1.0,Urban,Y
Female,No,3+,Graduate,No,5464,418,100,360,1.0,Urban,Y
Male,No,1,Graduate,No,13104,0,245,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,8572,0,154,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,986,240,224,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,Yes,2350,2917,156,180,1.0,Rural,N
Male,Yes,0,Graduate,No,6227,0,310,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,1406,1303,158,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,2621,0,348,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,3011,3525,82,120,1.0,Urban,Y
Female,No,3+,Graduate,No,4107,977,137,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,4019,0,103,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,4014,4074,187,120,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,8757,0,125,360,1.0,Urban,Y
Female,Yes,3+,Graduate,No,4082,3096,129,480,1.0,Semiurban,Y
Male,No,1,Graduate,No,3754,2066,97,300,1.0,Semiurban,Y
Male,No,1,Graduate,No,1911,1078,112,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,10067,658,147,360,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,3071,0,44,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2296,1550,37,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,5705,5714,153,360,0.0,Semiurban,Y
Male,No,2,Graduate,No,2873,1300,28,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3401,0,132,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,5889,2753,118,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,3910,1674,205,360,0.0,Rural,N
Male,Yes,0,Graduate,No,24788,541,99,360,1.0,Urban,Y
Male,No,0,Graduate,No,4663,11129,380,240,1.0,Rural,Y
Female,Yes,3+,Graduate,Yes,7574,965,246,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,1262,4571,59,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,2690,4195,125,360,1.0,Rural,Y
Male,No,1,Not Graduate,No,2296,513,371,240,1.0,Rural,Y
Male,No,0,Graduate,No,2519,663,97,360,0.0,Semiurban,N
Male,No,1,Graduate,No,6573,0,143,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,10146,760,344,120,0.0,Urban,Y
Male,Yes,0,Not Graduate,No,6255,0,107,480,1.0,Rural,Y
Male,Yes,1,Graduate,No,4193,1480,291,180,1.0,Rural,Y
Male,No,3+,Not Graduate,No,3160,4401,85,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,10716,3021,26,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,20949,2354,310,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,Yes,5402,1882,193,360,1.0,Urban,N
Male,No,3+,Graduate,Yes,9485,6229,200,360,0.0,Urban,N
Male,Yes,2,Graduate,No,6250,792,77,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,8340,0,80,180,1.0,Rural,Y
Male,Yes,1,Graduate,No,2175,499,295,360,1.0,Urban,Y
Female,No,2,Graduate,No,3492,3950,171,360,1.0,Urban,Y
Male,No,0,Graduate,No,6482,443,138,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,11484,0,169,360,0.0,Rural,Y
Female,Yes,0,Not Graduate,No,2771,0,366,360,1.0,Semiurban,Y
Female,No,1,Graduate,Yes,1184,1111,229,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,3467,0,111,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,9967,451,63,360,0.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,1621,0,211,300,1.0,Urban,Y
Female,Yes,0,Graduate,No,2156,0,85,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,5481,0,73,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,4531,0,326,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,7451,6797,250,240,1.0,Urban,Y
Male,No,3+,Graduate,No,2079,533,187,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3914,1259,70,360,1.0,Urban,Y
Male,No,1,Graduate,Yes,11346,0,434,120,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2132,0,275,120,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,13819,0,123,300,0.0,Rural,N
Male,Yes,0,Not Graduate,No,2328,1622,108,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,8906,285,155,480,1.0,Semiurban,Y
Female,No,1,Graduate,No,3785,4294,111,360,1.0,Rural,Y
Female,Yes,2,Graduate,No,2205,1454,559,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,3470,2029,117,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,7197,855,78,360,0.0,Urban,Y
Male,Yes,0,Graduate,Yes,4891,730,384,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,10752,8097,105,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,13426,306,237,300,1.0,Rural,Y
Male,No,2,Graduate,No,2147,0,222,360,0.0,Rural,N
Male,Yes,2,Not Graduate,No,2039,7946,143,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,1971,3431,82,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,2619,1305,144,360,1.0,Urban,Y
Male,No,3+,Graduate,No,10646,0,73,180,1.0,Urban,Y
Male,Yes,1,Not Graduate,Yes,7275,2826,146,120,0.0,Semiurban,N
Male,Yes,3+,Graduate,Yes,3355,2281,235,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4876,0,415,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,13134,2879,77,360,1.0,Rural,Y
Male,Yes,3+,Not Graduate,Yes,18687,2997,127,180,1.0,Semiurban,Y
Female,No,2,Not Graduate,No,5893,0,108,360,0.0,Rural,N
Female,Yes,3+,Graduate,Yes,763,1487,174,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,6051,0,59,360,1.0,Urban,Y
Male,No,3+,Graduate,No,9455,524,85,360,1.0,Urban,Y
Male,No,2,Graduate,No,5751,1716,53,180,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,8172,11647,62,360,0.0,Rural,Y
Female,Yes,1,Graduate,No,6310,4839,99,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,2070,1049,404,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,2642,1863,182,180,1.0,Urban,Y
Male,No,0,Graduate,Yes,3925,0,154,360,1.0,Urban,Y
Male,No,1,Not Graduate,No,10360,686,332,360,1.0,Urban,Y
Male,No,0,Graduate,No,2875,0,186,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,6762,0,197,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,6078,636,111,300,0.0,Urban,N
Female,Yes,0,Graduate,No,14918,2950,101,360,1.0,Urban,Y
Male,No,3+,Graduate,No,4773,1665,67,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,1438,0,103,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,7729,0,125,180,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,21952,1022,182,360,1.0,Rural,Y
Male,No,0,Graduate,No,8092,0,145,480,1.0,Semiurban,Y
Male,No,0,Graduate,No,2831,0,119,300,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2304,5591,85,360,1.0,Urban,Y
Male,No,0,Graduate,No,2522,1639,188,120,1.0,Urban,Y
Male,No,3+,Graduate,Yes,19976,1386,110,120,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,3908,0,183,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3090,579,47,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,4398,2727,181,180,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,3936,0,232,360,1.0,Rural,N
Female,Yes,2,Not Graduate,No,14725,847,215,240,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,2415,0,131,300,1.0,Semiurban,Y
Male,Yes,1,Graduate,Yes,11231,529,257,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,5353,0,69,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,11440,1422,140,300,1.0,Semiurban,Y
Female,Yes,1,Not Graduate,No,14880,1173,132,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,5215,1910,276,360,1.0,Urban,Y
Male,No,0,Graduate,No,3942,1671,44,180,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,5147,2277,78,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,4599,4642,423,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,1540,3271,34,360,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,14570,0,241,360,0.0,Urban,N
Male,No,0,Graduate,No,5837,774,97,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,2177,1087,172,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,1156,3475,346,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,963,3538,176,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,8428,917,350,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,3186,3332,110,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3574,703,119,360,1.0,Rural,Y
Male,No,3+,Graduate,No,6916,0,237,480,1.0,Rural,Y
Male,Yes,2,Graduate,No,3424,0,114,480,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,7205,452,212,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,5253,0,301,360,1.0,Urban,Y
Male,No,2,Graduate,No,4633,0,249,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,1634,0,57,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2768,18041,120,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,7493,426,175,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3049,0,128,120,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,11427,143,155,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,25399,1807,177,480,1.0,Urban,Y
Female,Yes,1,Graduate,No,7781,3398,108,120,1.0,Urban,Y
Male,No,1,Graduate,No,13974,4179,132,360,0.0,Semiurban,Y
Female,Yes,1,Graduate,No,8139,812,73,360,1.0,Urban,Y
Male,No,1,Graduate,No,3381,5110,111,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,5653,0,59,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,20117,1534,159,360,0.0,Rural,N
Male,No,0,Not Graduate,No,3406,0,132,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,2374,580,85,360,1.0,Rural,Y
Male,No,2,Not Graduate,No,2221,8688,433,360,1.0,Semiurban,Y
Male,No,3+,Graduate,Yes,4220,1896,128,360,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,2434,5363,176,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,15864,5139,101,480,1.0,Rural,Y
Female,Yes,0,Graduate,No,5718,686,115,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,9703,6100,180,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,3987,0,121,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,2212,638,148,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,1965,2832,240,480,1.0,Semiurban,Y
Male,No,1,Graduate,No,2602,0,108,120,0.0,Rural,N
Female,Yes,3+,Graduate,No,6268,9013,66,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,Yes,7072,0,59,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,7496,1683,351,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,1733,6404,259,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,4913,0,219,180,0.0,Semiurban,N
Male,Yes,0,Graduate,No,2396,0,114,360,1.0,Rural,Y
Male,No,1,Graduate,No,6509,1404,66,360,0.0,Rural,Y
Male,No,0,Graduate,No,6872,16910,125,360,1.0,Urban,Y
Female,Yes,3+,Not Graduate,No,2163,619,140,360,1.0,Rural,Y
Female,No,2,Not Graduate,No,9678,327,75,360,0.0,Semiurban,N
Male,Yes,1,Graduate,No,25265,0,61,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,8816,0,52,360,1.0,Urban,Y
Female,No,0,Graduate,No,4385,998,220,180,1.0,Urban,Y
Male,Yes,2,Graduate,No,3937,1542,72,120,0.0,Semiurban,N
Female,Yes,1,Graduate,Yes,4245,3877,178,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2885,1543,116,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,5864,0,211,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,2215,3087,181,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,1309,0,129,360,1.0,Urban,Y
